id,=BredPreg,"=if(BredAbort,1,0)",=evsireNAAB,=@date(LACT),=evnumt,=evnum,=evdate,EvGap,Tech,=@date(Pen),"=if(bredsexed,1,0)",BredReas,=@date(dim),=now(apiId),=evloc,=now(owner),=now(BRD),=@date(age),=now(Other2ID),=now(Other5ID),ConceptRate,BredUnk,EvSireBreed,EvSireStudCd,evWeek,=now(Age1BLT),=now(Total),=now(ApiId),EvId,EvTypeShort,=details/units,=details/sire,=details/sexed,=details/bredreason,isChore,InvldBrd,BredPreg,BredAbort,EvSireNAAB,LACT,EvNumT,EvNum,EvDate,Pen,BREDsexed,Proto,DIM,ApiId,EvLoc,Owner,BRD,AGE,Other2ID,Other5ID,BredOpen,BredRes,Age1BLT,Total,details/units,details/sire,details/sexed,details/bredreason,EvType
759069116,,0,151AN1692,7,1,1,2022-05-05,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,81,3152080,Red Rock Dairy,Red Rock Dairy,Holstein,3063,,,0,false,AN,151,2022-05-01,315,total,3152080,759069116,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-05,0,1,Double Ovsynch 2PgF,,759069116,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
735406522,false,0,151AN1692,2,1,1,2022-03-24,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,4255624,Red Rock Dairy,Red Rock Dairy,Holstein,1121,,,0,false,AN,151,2022-03-20,383,total,4255624,735406522,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-03-24,0,1,Double Ovsynch 2PgF,,735406522,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
778148281,false,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8778116,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,0,false,HO,551,2022-04-24,388,total,8778116,778148281,bred,1,446446,0,Chalk,false,0,false,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148281,Red Rock Dairy,,,,,,true,Open,,total,1,446446,0,Chalk,Bred
781900167,false,0,151AN1692,1,4,4,2022-05-05,35,Rigo Trejo,9,1,Lut to Breed,185,5862180,Red Rock Dairy,Red Rock Dairy,Holstein,843,234,,0,false,AN,151,2022-05-01,385,total,5862180,781900167,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,4,4,2022-05-05,0,1,Lut to Breed,,781900167,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
759990662,true,0,551HO4355,1,1,1,2022-05-05,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6416680,Red Rock Dairy,Red Rock Dairy,Holstein,737,126,,100,false,HO,551,2022-05-01,737,total,6416680,759990662,bred,1,448847,1,Double Ovsynch 2PgF,false,0,true,false,551HO4355,0,1,1,2022-05-05,0,1,Double Ovsynch 2PgF,,759990662,Red Rock Dairy,,,,,,false,Preg,,total,1,448847,1,Double Ovsynch 2PgF,Bred
787184005,false,0,151AN1692,1,3,3,2022-05-19,49,Martin Medrano,1,1,Ovsynch,159,6213134,Red Rock Dairy,Red Rock Dairy,Holstein,827,345,,0,false,AN,151,2022-05-15,392,total,6213134,787184005,bred,1,606098,1,Ovsynch,false,0,false,false,151AN1692,0,3,3,2022-05-19,0,1,Ovsynch,,787184005,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Ovsynch,Bred
791271812,true,0,151AN1692,1,3,3,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,150,6136890,Red Rock Dairy,Red Rock Dairy,Holstein,810,234,,100,false,AN,151,2022-05-15,388,total,6136890,791271812,bred,1,606098,1,Lut to Breed,false,0,true,false,151AN1692,0,3,3,2022-05-19,0,1,Lut to Breed,,791271812,Red Rock Dairy,,,,,,false,Preg,,total,1,606098,1,Lut to Breed,Bred
747170179,false,0,551HO4425,2,1,1,2022-04-14,,Martin Medrano,2,1,Double Ovsynch 2PgF,80,3580044,Red Rock Dairy,Red Rock Dairy,Holstein,1304,,,0,false,HO,551,2022-04-10,382,total,3580044,747170179,bred,1,446595,1,Double Ovsynch 2PgF,false,0,false,false,551HO4425,0,1,1,2022-04-14,0,1,Double Ovsynch 2PgF,,747170179,Red Rock Dairy,,,,,,true,Open,,total,1,446595,1,Double Ovsynch 2PgF,Bred
778148227,true,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8776642,Red Rock Dairy,Red Rock Dairy,Holstein,389,,,100,false,HO,551,2022-04-24,389,total,8776642,778148227,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148227,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
739625359,false,0,551HO4425,1,1,1,2022-03-31,,Rigo Trejo,1,1,Double Ovsynch 2PgF,78,5887670,Red Rock Dairy,Red Rock Dairy,Holstein,801,234,,0,false,HO,551,2022-03-27,384,total,5887670,739625359,bred,1,446595,1,Double Ovsynch 2PgF,false,0,false,false,551HO4425,0,1,1,2022-03-31,0,1,Double Ovsynch 2PgF,,739625359,Red Rock Dairy,,,,,,true,Open,,total,1,446595,1,Double Ovsynch 2PgF,Bred
753260941,true,0,151AN1692,2,1,1,2022-04-28,,Rigo Trejo,10,1,Double Ovsynch 2PgF,83,3783269,Red Rock Dairy,Red Rock Dairy,Holstein,1268,,,100,false,AN,151,2022-04-24,382,total,3783269,753260941,bred,1,606098,1,Double Ovsynch 2PgF,false,0,true,false,151AN1692,0,1,1,2022-04-28,0,1,Double Ovsynch 2PgF,,753260941,Red Rock Dairy,,,,,,false,Preg,,total,1,606098,1,Double Ovsynch 2PgF,Bred
778148236,false,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8780569,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,0,false,HO,551,2022-04-24,387,total,8780569,778148236,bred,1,446446,0,Chalk,false,0,false,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148236,Red Rock Dairy,,,,,,true,Open,,total,1,446446,0,Chalk,Bred
791271817,true,0,151AN1692,7,2,2,2022-05-19,42,Noe Gonzalez,9,1,Lut to Breed,102,3152086,Red Rock Dairy,Red Rock Dairy,Holstein,3077,,,100,false,AN,151,2022-05-15,837,total,3152086,791271817,bred,1,606098,1,Lut to Breed,false,0,true,false,151AN1692,0,2,2,2022-05-19,0,1,Lut to Breed,,791271817,Red Rock Dairy,,,,,,false,Preg,,total,1,606098,1,Lut to Breed,Bred
768027016,false,0,151AN1692,3,1,1,2022-05-19,,Martin Medrano,10,1,Double Ovsynch 2PgF,82,3156206,Red Rock Dairy,Red Rock Dairy,Holstein,1620,,,0,false,AN,151,2022-05-15,377,total,3156206,768027016,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-19,0,1,Double Ovsynch 2PgF,,768027016,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
743700872,false,0,551AN1609,1,1,1,2022-04-07,,Martin Medrano,2,1,Double Ovsynch 2PgF,78,6159175,Red Rock Dairy,Red Rock Dairy,Holstein,759,561,,0,false,AN,551,2022-04-03,384,total,6159175,743700872,bred,1,606097,1,Double Ovsynch 2PgF,false,0,false,false,551AN1609,0,1,1,2022-04-07,0,1,Double Ovsynch 2PgF,,743700872,Red Rock Dairy,,,,,,true,Open,,total,1,606097,1,Double Ovsynch 2PgF,Bred
778148246,true,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8780568,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,false,HO,551,2022-04-24,387,total,8780568,778148246,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148246,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
745048467,false,0,151AN1692,4,1,1,2022-04-07,,Rigo Trejo,10,1,Double Ovsynch 2PgF,78,3158013,Red Rock Dairy,Red Rock Dairy,Holstein,1902,,,0,false,AN,151,2022-04-03,336,total,3158013,745048467,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-04-07,0,1,Double Ovsynch 2PgF,,745048467,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
762423708,false,0,151AN1692,4,1,1,2022-05-12,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3153982,Red Rock Dairy,Red Rock Dairy,Holstein,2115,,,0,false,AN,151,2022-05-08,339,total,3153982,762423708,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-12,0,1,Double Ovsynch 2PgF,,762423708,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
791271835,false,0,151AN1692,5,2,2,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,117,3155488,Red Rock Dairy,Red Rock Dairy,Holstein,2866,,,0,false,AN,151,2022-05-15,1224,total,3155488,791271835,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,2,2,2022-05-19,0,1,Lut to Breed,,791271835,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
778148249,true,0,551AN1609,0,1,1,2022-04-25,,Rigo Trejo,14,1,Chalk,,8774732,Red Rock Dairy,Red Rock Dairy,Holstein,389,,,100,false,AN,551,2022-04-24,389,total,8774732,778148249,bred,1,606097,1,Chalk,false,0,true,false,551AN1609,0,1,1,2022-04-25,0,1,,,778148249,Red Rock Dairy,,,,,,false,Preg,,total,1,606097,1,Chalk,Bred
761121176,false,0,151AN1692,5,1,1,2022-05-05,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,78,3155279,Red Rock Dairy,Red Rock Dairy,Holstein,2424,,,0,false,AN,151,2022-05-01,866,total,3155279,761121176,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-05,0,1,Double Ovsynch 2PgF,,761121176,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
791271906,false,0,151AN1692,5,4,4,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,186,3155837,Red Rock Dairy,Red Rock Dairy,Holstein,2726,,,0,false,AN,151,2022-05-15,795,total,3155837,791271906,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,4,4,2022-05-19,0,1,Lut to Breed,,791271906,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
778148341,true,0,551HO4429,0,2,2,2022-04-25,20,Rigo Trejo,14,0,Chalk,,8796785,Red Rock Dairy,Red Rock Dairy,Holstein,405,,,100,false,HO,551,2022-04-24,385,total,8796785,778148341,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,2,2,2022-04-25,0,0,,,778148341,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
771156467,false,0,151AN1692,0,4,4,2022-04-09,20,Noe Gonzalez,14,0,Chalk,,8228586,Red Rock Dairy,Red Rock Dairy,Holstein,450,,,0,false,AN,151,2022-04-03,389,total,8228586,771156467,bred,1,606098,0,Chalk,false,0,false,false,151AN1692,0,4,4,2022-04-09,0,0,,,771156467,Red Rock Dairy,,,,,,true,Open,,total,1,606098,0,Chalk,Bred
771156465,false,0,551HO4429,0,3,3,2022-04-09,20,Noe Gonzalez,14,0,Chalk,,8570691,Red Rock Dairy,Red Rock Dairy,Holstein,416,,,0,false,HO,551,2022-04-03,396,total,8570691,771156465,bred,1,446446,0,Chalk,false,0,false,false,551HO4429,0,3,3,2022-04-09,0,0,,,771156465,Red Rock Dairy,,,,,,true,Open,,total,1,446446,0,Chalk,Bred
771156464,true,0,551HO4429,0,1,1,2022-04-09,,Noe Gonzalez,14,0,Chalk,,8819301,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,false,HO,551,2022-04-03,387,total,8819301,771156464,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,1,1,2022-04-09,0,0,,,771156464,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
766974449,false,0,551HO4651,1,1,1,2022-05-19,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,6774654,Red Rock Dairy,Red Rock Dairy,Holstein,740,123,,0,false,HO,551,2022-05-15,387,total,6774654,766974449,bred,1,634463,1,Double Ovsynch 2PgF,false,0,false,false,551HO4651,0,1,1,2022-05-19,0,1,Double Ovsynch 2PgF,,766974449,Red Rock Dairy,,,,,,true,Open,,total,1,634463,1,Double Ovsynch 2PgF,Bred
791640560,true,0,551HO4355,0,1,1,2022-05-16,,Rigo Trejo,15,0,Chalk,,9145096,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,false,HO,551,2022-05-15,387,total,9145096,791640560,bred,1,448847,0,Chalk,false,0,true,false,551HO4355,0,1,1,2022-05-16,0,0,,,791640560,Red Rock Dairy,,,,,,false,Preg,,total,1,448847,0,Chalk,Bred
771156476,false,0,551HO4429,0,2,2,2022-04-09,19,Noe Gonzalez,14,0,Chalk,,8492329,Red Rock Dairy,Red Rock Dairy,Holstein,406,,,0,false,HO,551,2022-04-03,387,total,8492329,771156476,bred,1,446446,0,Chalk,false,0,false,false,551HO4429,0,2,2,2022-04-09,0,0,,,771156476,Red Rock Dairy,,,,,,true,Open,,total,1,446446,0,Chalk,Bred
791271932,false,0,151AN1692,5,2,2,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,116,3154912,Red Rock Dairy,Red Rock Dairy,Holstein,2190,,,0,false,AN,151,2022-05-15,358,total,3154912,791271932,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,2,2,2022-05-19,0,1,Lut to Breed,,791271932,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
771156474,true,0,551HO4429,0,1,1,2022-04-09,,Noe Gonzalez,14,0,Chalk,,8899186,Red Rock Dairy,Red Rock Dairy,Holstein,394,,,100,false,HO,551,2022-04-03,394,total,8899186,771156474,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,1,1,2022-04-09,0,0,,,771156474,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
778148344,false,0,151AN1692,0,5,5,2022-04-25,23,Rigo Trejo,14,0,Chalk,,8205879,Red Rock Dairy,Red Rock Dairy,Holstein,472,,,0,false,AN,151,2022-04-24,387,total,8205879,778148344,bred,1,606098,0,Chalk,false,0,false,false,151AN1692,0,5,5,2022-04-25,0,0,,,778148344,Red Rock Dairy,,,,,,true,Open,,total,1,606098,0,Chalk,Bred
742365688,true,0,551HO4429,1,1,1,2022-04-07,,Rigo Trejo,1,1,Double Ovsynch 2PgF,81,6042868,Red Rock Dairy,Red Rock Dairy,Holstein,756,456,,100,false,HO,551,2022-04-03,389,total,6042868,742365688,bred,1,446446,1,Double Ovsynch 2PgF,false,0,true,false,551HO4429,0,1,1,2022-04-07,0,1,Double Ovsynch 2PgF,,742365688,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,1,Double Ovsynch 2PgF,Bred
791271877,false,0,151AN1692,3,3,3,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,179,3156377,Red Rock Dairy,Red Rock Dairy,Holstein,1554,,,0,false,AN,151,2022-05-15,345,total,3156377,791271877,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,3,3,2022-05-19,0,1,Lut to Breed,,791271877,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
787126722,false,0,151AN1692,5,5,5,2022-05-12,35,Noe Gonzalez,9,1,Lut to Breed,220,3154453,Red Rock Dairy,Red Rock Dairy,Holstein,2254,,,0,false,AN,151,2022-05-08,362,total,3154453,787126722,bred,1,606098,1,Lut to Breed,false,0,false,false,151AN1692,0,5,5,2022-05-12,0,1,Lut to Breed,,787126722,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Lut to Breed,Bred
778148289,true,0,551AN1609,0,3,3,2022-04-25,18,Rigo Trejo,14,1,Chalk,,8475409,Red Rock Dairy,Red Rock Dairy,Holstein,427,666,,100,false,AN,551,2022-04-24,386,total,8475409,778148289,bred,1,606097,1,Chalk,false,0,true,false,551AN1609,0,3,3,2022-04-25,0,1,,,778148289,Red Rock Dairy,,,,,,false,Preg,,total,1,606097,1,Chalk,Bred
741423552,true,0,551HO4425,1,1,1,2022-03-31,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6099068,Red Rock Dairy,Red Rock Dairy,Holstein,770,234,,100,false,HO,551,2022-03-27,389,total,6099068,741423552,bred,1,446595,1,Double Ovsynch 2PgF,false,0,true,false,551HO4425,0,1,1,2022-03-31,0,1,Double Ovsynch 2PgF,,741423552,Red Rock Dairy,,,,,,false,Preg,,total,1,446595,1,Double Ovsynch 2PgF,Bred
769571276,false,0,551AN1609,2,1,1,2022-05-19,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,5141684,Red Rock Dairy,Red Rock Dairy,Holstein,1096,345,,0,false,AN,551,2022-05-15,386,total,5141684,769571276,bred,1,606097,1,Double Ovsynch 2PgF,false,0,false,false,551AN1609,0,1,1,2022-05-19,0,1,Double Ovsynch 2PgF,,769571276,Red Rock Dairy,,,,,,true,Open,,total,1,606097,1,Double Ovsynch 2PgF,Bred
766159305,false,0,151AN1692,7,1,1,2022-05-12,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,78,3152441,Red Rock Dairy,Red Rock Dairy,Holstein,3570,,,0,false,AN,151,2022-05-08,366,total,3152441,766159305,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-12,0,1,Double Ovsynch 2PgF,,766159305,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
778148311,false,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8780571,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,0,false,HO,551,2022-04-24,387,total,8780571,778148311,bred,1,446446,0,Chalk,false,0,false,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148311,Red Rock Dairy,,,,,,true,Open,,total,1,446446,0,Chalk,Bred
739625427,false,0,551HO4425,1,1,1,2022-03-31,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,5876229,Red Rock Dairy,Red Rock Dairy,Holstein,805,345,,0,false,HO,551,2022-03-27,388,total,5876229,739625427,bred,1,446595,1,Double Ovsynch 2PgF,false,0,false,false,551HO4425,0,1,1,2022-03-31,0,1,Double Ovsynch 2PgF,,739625427,Red Rock Dairy,,,,,,true,Open,,total,1,446595,1,Double Ovsynch 2PgF,Bred
768027089,true,0,151AN1692,3,1,1,2022-05-19,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,82,3159567,Red Rock Dairy,Red Rock Dairy,Holstein,1464,,2,100,false,AN,151,2022-05-15,382,total,3159567,768027089,bred,1,606098,1,Double Ovsynch 2PgF,false,0,true,false,151AN1692,0,1,1,2022-05-19,0,1,Double Ovsynch 2PgF,,768027089,Red Rock Dairy,,,,,,false,Preg,,total,1,606098,1,Double Ovsynch 2PgF,Bred
735406558,false,0,151AN1692,2,1,1,2022-03-24,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,4609826,Red Rock Dairy,Red Rock Dairy,Holstein,1090,,,0,false,AN,151,2022-03-20,388,total,4609826,735406558,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-03-24,0,1,Double Ovsynch 2PgF,,735406558,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
751610333,false,0,551HO4355,1,1,1,2022-04-21,,Rigo Trejo,1,1,Double Ovsynch 2PgF,75,6456636,Red Rock Dairy,Red Rock Dairy,Holstein,754,561,,0,false,HO,551,2022-04-17,386,total,6456636,751610333,bred,1,448847,1,Double Ovsynch 2PgF,false,0,false,false,551HO4355,0,1,1,2022-04-21,0,1,Double Ovsynch 2PgF,,751610333,Red Rock Dairy,,,,,,true,Open,,total,1,448847,1,Double Ovsynch 2PgF,Bred
791271902,true,0,151AN1692,4,4,4,2022-05-19,35,Noe Gonzalez,9,1,Lut to Breed,203,3154905,Red Rock Dairy,Red Rock Dairy,Holstein,2178,,,100,false,AN,151,2022-05-15,401,total,3154905,791271902,bred,1,606098,1,Lut to Breed,false,0,true,false,151AN1692,0,4,4,2022-05-19,0,1,Lut to Breed,,791271902,Red Rock Dairy,,,,,,false,Preg,,total,1,606098,1,Lut to Breed,Bred
778148316,true,0,551HO4429,0,1,1,2022-04-25,,Rigo Trejo,14,0,Chalk,,8774728,Red Rock Dairy,Red Rock Dairy,Holstein,389,,,100,false,HO,551,2022-04-24,389,total,8774728,778148316,bred,1,446446,0,Chalk,false,0,true,false,551HO4429,0,1,1,2022-04-25,0,0,,,778148316,Red Rock Dairy,,,,,,false,Preg,,total,1,446446,0,Chalk,Bred
778148314,false,0,551AN1609,0,2,2,2022-04-25,20,Rigo Trejo,14,1,Chalk,,8568559,Red Rock Dairy,Red Rock Dairy,Holstein,432,,,0,false,AN,551,2022-04-24,412,total,8568559,778148314,bred,1,606097,1,Chalk,false,0,false,false,551AN1609,0,2,2,2022-04-25,0,1,,,778148314,Red Rock Dairy,,,,,,true,Open,,total,1,606097,1,Chalk,Bred
762423591,false,0,151AN1692,4,1,1,2022-05-12,,Rigo Trejo,10,1,Double Ovsynch 2PgF,84,3157853,Red Rock Dairy,Red Rock Dairy,Holstein,1893,,,0,false,AN,151,2022-05-08,371,total,3157853,762423591,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-12,0,1,Double Ovsynch 2PgF,,762423591,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
743700773,false,0,551HO4429,1,1,1,2022-04-07,,Rigo Trejo,1,1,Double Ovsynch 2PgF,78,6042657,Red Rock Dairy,Red Rock Dairy,Holstein,755,126,,0,false,HO,551,2022-04-03,389,total,6042657,743700773,bred,1,446446,1,Double Ovsynch 2PgF,false,0,false,false,551HO4429,0,1,1,2022-04-07,0,1,Double Ovsynch 2PgF,,743700773,Red Rock Dairy,,,,,,true,Open,,total,1,446446,1,Double Ovsynch 2PgF,Bred
734968107,false,0,151AN1692,5,1,1,2022-03-24,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,81,3152180,Red Rock Dairy,Red Rock Dairy,Holstein,2891,,,0,false,AN,151,2022-03-20,1260,total,3152180,734968107,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-03-24,0,1,Double Ovsynch 2PgF,,734968107,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
759068970,false,0,151AN1692,4,1,1,2022-05-05,,Rigo Trejo,9,1,Double Ovsynch 2PgF,81,3157821,Red Rock Dairy,Red Rock Dairy,Holstein,1915,,,0,false,AN,151,2022-05-01,361,total,3157821,759068970,bred,1,606098,1,Double Ovsynch 2PgF,false,0,false,false,151AN1692,0,1,1,2022-05-05,0,1,Double Ovsynch 2PgF,,759068970,Red Rock Dairy,,,,,,true,Open,,total,1,606098,1,Double Ovsynch 2PgF,Bred
787183912,false,0,551HO4355,1,2,2,2022-05-12,35,Rigo Trejo,1,1,Lut to Breed,110,6472598,Red Rock Dairy,Red Rock Dairy,Holstein,766,561,,0,false,HO,551,2022-05-08,386,total,6472598,787183912,bred,1,448847,1,Lut to Breed,false,0,false,false,551HO4355,0,2,2,2022-05-12,0,1,Lut to Breed,,787183912,Red Rock Dairy,,,,,,true,Open,,total,1,448847,1,Lut to Breed,Bred
747170098,false,0,551HO4425,2,1,1,2022-04-14,,Noe Gonzalez,2,1,Double Ovsynch 2PgF,80,4673680,Red Rock Dairy,Red Rock Dairy,Holstein,1133,,,0,false,HO,551,2022-04-10,388,total,4673680,747170098,bred,1,446595,1,Double Ovsynch 2PgF,false,0,false,false,551HO4425,0,1,1,2022-04-14,0,1,Double Ovsynch 2PgF,,747170098,Red Rock Dairy,,,,,,true,Open,,total,1,446595,1,Double Ovsynch 2PgF,Bred
741423409,true,0,551HO4425,1,1,1,2022-03-31,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6046052,Red Rock Dairy,Red Rock Dairy,Holstein,747,345,,100,false,HO,551,2022-03-27,402,total,6046052,741423409,bred,1,446595,1,Double Ovsynch 2PgF,false,0,true,false,551HO4425,0,1,1,2022-03-31,0,1,Double Ovsynch 2PgF,,741423409,Red Rock Dairy,,,,,,false,Preg,,total,1,446595,1,Double Ovsynch 2PgF,Bred
749791545,true,0,551HO4355,1,1,1,2022-04-21,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6362746,Red Rock Dairy,Red Rock Dairy,Holstein,736,126,,100,false,HO,551,2022-04-17,382,total,6362746,749791545,bred,1,448847,1,Double Ovsynch 2PgF,false,0,true,false,551HO4355,0,1,1,2022-04-21,0,1,Double Ovsynch 2PgF,,749791545,Red Rock Dairy,,,,,,false,Preg,,total,1,448847,1,Double Ovsynch 2PgF,Bred
791640325,true,0,551HO4355,0,1,1,2022-05-16,,Noe Gonzalez,15,0,Chalk,,9169350,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,100,false,HO,551,2022-05-15,384,total,9169350,791640325,bred,1,448847,0,Chalk,false,0,true,false,551HO4355,0,1,1,2022-05-16,0,0,,,791640325,Red Rock Dairy,,,,,,false,Preg,,total,1,448847,0,Chalk,Bred
771844353,true,0,551HO4355,1,1,1,2022-05-05,,Martin Medrano,1,1,Double Ovsynch 2PgF,105,6474064,Red Rock Dairy,Red Rock Dairy,Holstein,758,561,,100,false,HO,551,2022-05-01,384,total,6474064,771844353,bred,1,448847,1,Double Ovsynch 2PgF,false,0,true,false,551HO4355,0,1,1,2022-05-05,0,1,Double Ovsynch 2PgF,,771844353,Red Rock Dairy,,,,,,false,Preg,,total,1,448847,1,Double Ovsynch 2PgF,Bred
753260800,false,0,551HO4355,1,1,1,2022-04-28,,Rigo Trejo,1,1,Double Ovsynch 2PgF,80,6480588,Red Rock Dairy,Red Rock Dairy,Holstein,748,246,,0,false,HO,551,2022-04-24,380,total,6480588,753260800,bred,1,448847,1,Double Ovsynch 2PgF,false,0,false,false,551HO4355,0,1,1,2022-04-28,0,1,Double Ovsynch 2PgF,,753260800,Red Rock Dairy,,,,,,true,Open,,total,1,448847,1,Double Ovsynch 2PgF,Bred
746948879,true,0,551HO4425,1,1,1,2022-04-14,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6480598,Red Rock Dairy,Red Rock Dairy,Holstein,733,234,,100,false,HO,551,2022-04-10,387,total,6480598,746948879,bred,1,446595,1,Double Ovsynch 2PgF,false,0,true,false,551HO4425,0,1,1,2022-04-14,0,1,Double Ovsynch 2PgF,,746948879,Red Rock Dairy,,,,,,false,Preg,,total,1,446595,1,Double Ovsynch 2PgF,Bred
791197965,true,0,551HO4651,0,1,1,2022-05-16,,Lupillo Mendoza,14,1,,,9147733,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,100,false,HO,551,2022-05-15,386,total,9147733,791197965,bred,1,634463,1,,false,0,true,false,551HO4651,0,1,1,2022-05-16,0,1,,,791197965,Red Rock Dairy,,,,,,false,Preg,,total,1,634463,1,,Bred
