# Preg,AbortRes,SireBull,LACT,Ev#L,#Ev,Date,EvGap,Tech,Pen,bred.sexed,BredReas,DIM@E,AnId,FarmLoc,AnOwner,BRD,Age(da),Other2ID,Other5ID,ConceptRate,BredUnk,EvSireBreed,EvSireStudCd,evWeek,Age1BLT,Total
1,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,83,3156067,Red Rock Dairy,Red Rock Dairy,Holstein,1564,,,100,FALSE,AN,151,24/04/2022,361,total
0,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,83,3156929,Red Rock Dairy,Red Rock Dairy,Holstein,1660,,,0,FALSE,AN,151,24/04/2022,356,total
0,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,83,3155973,Red Rock Dairy,Red Rock Dairy,Holstein,1574,,,0,FALSE,AN,151,24/04/2022,349,total
1,0,151AN1692,4,1,1,28/04/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,83,3157782,Red Rock Dairy,Red Rock Dairy,Holstein,1902,,,100,FALSE,AN,151,24/04/2022,358,total
0,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,80,6483930,Red Rock Dairy,Red Rock Dairy,Holstein,747,456,,0,FALSE,HO,551,24/04/2022,380,total
1,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,80,6363301,Red Rock Dairy,Red Rock Dairy,Holstein,742,234,,100,FALSE,HO,551,24/04/2022,389,total
0,0,551h0o4429,0,1,1,11/03/2022,,Rigo Trejo,15,0,Chalk,,8486473,Red Rock Dairy,Red Rock Dairy,Holstein,380,666,,0,FALSE,,,06/03/2022,380,total
0,0,551h0o4429,0,1,1,11/03/2022,,Rigo Trejo,15,0,Chalk,,8584994,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,0,FALSE,,,06/03/2022,384,total
1,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,82,4280640,Red Rock Dairy,Red Rock Dairy,Holstein,1185,,,100,FALSE,AN,151,24/04/2022,386,total
0,0,151AN1692,2,1,1,28/04/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,82,3800909,Red Rock Dairy,Red Rock Dairy,Holstein,1258,,,0,FALSE,AN,151,24/04/2022,389,total
0,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,82,4751223,Red Rock Dairy,Red Rock Dairy,Holstein,1095,234,,0,FALSE,AN,151,24/04/2022,386,total
0,0,151AN1692,3,1,1,28/04/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,82,3156412,Red Rock Dairy,Red Rock Dairy,Holstein,1541,,,0,FALSE,AN,151,24/04/2022,357,total
1,0,551HO4355,1,1,1,28/04/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6366472,Red Rock Dairy,Red Rock Dairy,Holstein,741,345,,100,FALSE,HO,551,24/04/2022,388,total
0,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,79,6372698,Red Rock Dairy,Red Rock Dairy,Holstein,737,234,,0,FALSE,HO,551,24/04/2022,385,total
1,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,79,5881526,Red Rock Dairy,Red Rock Dairy,Holstein,831,234,,100,FALSE,HO,551,24/04/2022,387,total
1,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,82,4769148,Red Rock Dairy,Red Rock Dairy,Holstein,1094,561,,100,FALSE,AN,151,24/04/2022,385,total
1,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,79,6154661,Red Rock Dairy,Red Rock Dairy,Holstein,781,234,,100,FALSE,HO,551,24/04/2022,386,total
0,0,551h0o4429,0,1,1,12/03/2022,,Rigo Trejo,14,0,Chalk,,8553603,Red Rock Dairy,Red Rock Dairy,Holstein,391,,,0,FALSE,,,06/03/2022,391,total
0,0,551h0o4429,0,1,1,12/03/2022,,Rigo Trejo,14,0,Chalk,,8618359,Red Rock Dairy,Red Rock Dairy,Holstein,403,,,0,FALSE,,,06/03/2022,403,total
1,0,551h0o4429,0,1,1,12/03/2022,,Rigo Trejo,14,0,Chalk,,8480150,Red Rock Dairy,Red Rock Dairy,Holstein,381,,,100,FALSE,,,06/03/2022,381,total
0,0,551AN1609,1,1,1,28/04/2022,,Rigo Trejo,5,1,Double Ovsynch 2PgF,78,6364852,Red Rock Dairy,Red Rock Dairy,Holstein,742,126,,0,FALSE,AN,551,24/04/2022,391,total
0,0,151AN1692,2,1,1,28/04/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,81,4608221,Red Rock Dairy,Red Rock Dairy,Holstein,1123,123,,0,FALSE,AN,151,24/04/2022,398,total
0,0,551HO4355,1,1,1,28/04/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6474073,Red Rock Dairy,Red Rock Dairy,Holstein,750,345,,0,FALSE,HO,551,24/04/2022,386,total
0,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,81,3707610,Red Rock Dairy,Red Rock Dairy,Holstein,1447,,,0,FALSE,AN,151,24/04/2022,389,total
1,0,151AN1692,4,1,1,28/04/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,81,3157455,Red Rock Dairy,Red Rock Dairy,Holstein,1765,,,100,FALSE,AN,151,24/04/2022,357,total
0,0,551HO4425,0,1,1,13/03/2022,,Rigo Trejo,14,1,Chalk,,8458487,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,0,FALSE,HO,551,13/03/2022,384,total
1,0,551h0o4429,0,1,1,13/03/2022,,Rigo Trejo,15,0,Chalk,,8580686,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,13/03/2022,388,total
0,0,551h0o4429,0,1,1,13/03/2022,,Hernan Roque,14,0,Chalk,,8486474,Red Rock Dairy,Red Rock Dairy,Holstein,382,,,0,FALSE,,,13/03/2022,382,total
0,0,551HO4425,0,1,1,13/03/2022,,Rigo Trejo,14,1,Chalk,,8475511,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,0,FALSE,HO,551,13/03/2022,384,total
0,0,551h0o4429,0,1,1,13/03/2022,,Hernan Roque,14,0,Chalk,,8584996,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,0,FALSE,,,13/03/2022,386,total
0,0,551AN1609,1,1,1,28/04/2022,,Noe Gonzalez,2,1,Double Ovsynch 2PgF,77,6456634,Red Rock Dairy,Red Rock Dairy,Holstein,760,246,,0,FALSE,AN,551,24/04/2022,386,total
0,0,551HO4355,1,1,1,28/04/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6379708,Red Rock Dairy,Red Rock Dairy,Holstein,732,345,,0,FALSE,HO,551,24/04/2022,387,total
0,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,80,4608212,Red Rock Dairy,Red Rock Dairy,Holstein,1123,345,,0,FALSE,AN,151,24/04/2022,385,total
1,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,77,6468208,Red Rock Dairy,Red Rock Dairy,Holstein,754,345,,100,FALSE,HO,551,24/04/2022,400,total
0,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,80,4776066,Red Rock Dairy,Red Rock Dairy,Holstein,1091,126,,0,FALSE,AN,151,24/04/2022,390,total
1,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,80,5176168,Red Rock Dairy,Red Rock Dairy,Holstein,1062,135,,100,FALSE,AN,151,24/04/2022,387,total
0,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8479987,Red Rock Dairy,Red Rock Dairy,Holstein,383,,,0,FALSE,HO,551,13/03/2022,383,total
0,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8486487,Red Rock Dairy,Red Rock Dairy,Holstein,383,,,0,FALSE,,,13/03/2022,383,total
1,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8458478,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,100,FALSE,,,13/03/2022,386,total
1,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8475495,Red Rock Dairy,Red Rock Dairy,Holstein,385,,,100,FALSE,HO,551,13/03/2022,385,total
1,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8584995,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,FALSE,HO,551,13/03/2022,387,total
0,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8580696,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,0,FALSE,,,13/03/2022,388,total
0,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8458474,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,0,FALSE,,,13/03/2022,386,total
0,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,10176708,Red Rock Dairy,Red Rock Dairy,Holstein,367,,,0,FALSE,,,13/03/2022,367,total
1,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8480955,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,100,FALSE,,,13/03/2022,384,total
1,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8480713,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,100,FALSE,,,13/03/2022,384,total
1,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,15,0,Chalk,,8582458,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,13/03/2022,388,total
1,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8458465,Red Rock Dairy,Red Rock Dairy,Holstein,386,666,,100,FALSE,HO,551,13/03/2022,386,total
1,0,551AN1609,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8580674,Red Rock Dairy,Red Rock Dairy,Holstein,389,666,,100,FALSE,AN,551,13/03/2022,389,total
1,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8643757,Red Rock Dairy,Red Rock Dairy,Holstein,401,,,100,FALSE,HO,551,13/03/2022,401,total
1,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,14,0,Chalk,,8480724,Red Rock Dairy,Red Rock Dairy,Holstein,383,,,100,FALSE,,,13/03/2022,383,total
0,0,551h0o4429,0,1,1,14/03/2022,,Rigo Trejo,15,0,Chalk,,8585004,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,0,FALSE,,,13/03/2022,386,total
1,0,551AN1609,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8580703,Red Rock Dairy,Red Rock Dairy,Holstein,388,666,,100,FALSE,AN,551,13/03/2022,388,total
0,0,551HO4425,0,1,1,14/03/2022,,Rigo Trejo,14,1,Chalk,,8582457,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,0,FALSE,HO,551,13/03/2022,388,total
0,0,151AN1692,3,1,1,24/03/2022,,Rigo Trejo,9,1,Ovsynch,92,3156198,Red Rock Dairy,Red Rock Dairy,Holstein,1567,,,0,FALSE,AN,151,20/03/2022,373,total
0,0,151AN1692,2,1,1,28/04/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,79,4412890,Red Rock Dairy,Red Rock Dairy,Holstein,1203,,,0,FALSE,AN,151,24/04/2022,388,total
0,0,151AN1692,2,1,1,28/04/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,79,4321387,Red Rock Dairy,Red Rock Dairy,Holstein,1172,,,0,FALSE,AN,151,24/04/2022,386,total
0,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,5895202,Red Rock Dairy,Red Rock Dairy,Holstein,824,,,0,FALSE,HO,551,24/04/2022,388,total
0,0,151AN1692,2,1,1,28/04/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,79,4491124,Red Rock Dairy,Red Rock Dairy,Holstein,1112,,,0,FALSE,AN,151,24/04/2022,389,total
1,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,79,3156468,Red Rock Dairy,Red Rock Dairy,Holstein,1525,,,100,FALSE,AN,151,24/04/2022,389,total
1,0,151AN1692,3,1,1,28/04/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,79,3156758,Red Rock Dairy,Red Rock Dairy,Holstein,1642,,,100,FALSE,AN,151,24/04/2022,362,total
1,0,551h0o4429,0,1,1,15/03/2022,,Martin Medrano,14,0,Chalk,,8585006,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,FALSE,,,13/03/2022,387,total
0,0,551HO4425,0,1,1,15/03/2022,,Martin Medrano,14,1,Chalk,,8580695,Red Rock Dairy,Red Rock Dairy,Holstein,389,,,0,FALSE,HO,551,13/03/2022,389,total
0,0,551h0o4429,0,1,1,15/03/2022,,Martin Medrano,15,0,Chalk,,8475409,Red Rock Dairy,Red Rock Dairy,Holstein,386,666,,0,FALSE,,,13/03/2022,386,total
0,0,551h0o4429,0,1,1,15/03/2022,,Martin Medrano,14,0,Chalk,,8475471,Red Rock Dairy,Red Rock Dairy,Holstein,385,,,0,FALSE,,,13/03/2022,385,total
0,0,151AN1692,7,1,1,28/04/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,78,3152493,Red Rock Dairy,Red Rock Dairy,Holstein,3507,,,,TRUE,AN,151,24/04/2022,1022,total
0,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,75,6478404,Red Rock Dairy,Red Rock Dairy,Holstein,748,234,,0,FALSE,HO,551,24/04/2022,388,total
1,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6416684,Red Rock Dairy,Red Rock Dairy,Holstein,730,234,,100,FALSE,HO,551,24/04/2022,384,total
1,0,551HO4355,1,1,1,28/04/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,75,6456637,Red Rock Dairy,Red Rock Dairy,Holstein,761,246,,100,FALSE,HO,551,24/04/2022,393,total
1,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6406663,Red Rock Dairy,Red Rock Dairy,Holstein,730,234,,100,FALSE,HO,551,24/04/2022,385,total
0,0,151AN1692,4,1,1,28/04/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,78,3157143,Red Rock Dairy,Red Rock Dairy,Holstein,1866,,,,TRUE,AN,151,24/04/2022,341,total
1,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6478406,Red Rock Dairy,Red Rock Dairy,Holstein,749,234,,100,FALSE,HO,551,24/04/2022,389,total
0,0,551HO4355,1,1,1,28/04/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,75,6115484,Red Rock Dairy,Red Rock Dairy,Holstein,793,234,,0,FALSE,HO,551,24/04/2022,384,total
0,0,551h0o4429,0,1,1,16/03/2022,,Martin Medrano,14,0,Chalk,,8585007,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,0,FALSE,,,13/03/2022,388,total
1,0,151AN1692,3,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,84,3159608,Red Rock Dairy,Red Rock Dairy,Holstein,1454,,,100,FALSE,AN,151,01/05/2022,387,total
0,0,151AN1692,3,1,1,05/05/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3156604,Red Rock Dairy,Red Rock Dairy,Holstein,1696,,,0,FALSE,AN,151,01/05/2022,346,total
0,0,151AN1692,3,1,1,05/05/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3159680,Red Rock Dairy,Red Rock Dairy,Holstein,1482,,,0,FALSE,AN,151,01/05/2022,389,total
1,0,151AN1692,2,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,84,4250277,Red Rock Dairy,Red Rock Dairy,Holstein,1164,,,100,FALSE,AN,151,01/05/2022,383,total
0,0,151AN1692,7,1,1,05/05/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3155153,Red Rock Dairy,Red Rock Dairy,Holstein,2681,,,0,FALSE,AN,151,01/05/2022,996,total
1,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,81,6407980,Red Rock Dairy,Red Rock Dairy,Holstein,738,234,,100,FALSE,HO,551,01/05/2022,386,total
0,0,151AN1692,2,1,1,05/05/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,84,5237638,Red Rock Dairy,Red Rock Dairy,Holstein,1091,234,,0,FALSE,AN,151,01/05/2022,390,total
1,0,151AN1692,2,1,1,05/05/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,84,8480944,Red Rock Dairy,Red Rock Dairy,,1213,,,100,FALSE,AN,151,01/05/2022,856,total
0,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,81,6341893,Red Rock Dairy,Red Rock Dairy,Holstein,729,561,,0,FALSE,HO,551,01/05/2022,383,total
1,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,81,6379704,Red Rock Dairy,Red Rock Dairy,Holstein,739,234,,100,FALSE,HO,551,01/05/2022,388,total
1,0,151AN1692,2,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,84,4588136,Red Rock Dairy,Red Rock Dairy,Holstein,1142,,,100,FALSE,AN,151,01/05/2022,382,total
1,0,151AN1692,2,1,1,05/05/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,84,4774977,Red Rock Dairy,Red Rock Dairy,Holstein,1099,234,,100,FALSE,AN,151,01/05/2022,390,total
1,0,151AN1692,2,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,84,4748789,Red Rock Dairy,Red Rock Dairy,Holstein,1103,345,,100,FALSE,AN,151,01/05/2022,746,total
0,0,551HO4425,0,1,1,17/03/2022,,Rigo Trejo,14,1,Chalk,,8543800,Red Rock Dairy,Red Rock Dairy,Holstein,401,,,0,FALSE,HO,551,13/03/2022,401,total
0,0,551HO4425,0,1,1,17/03/2022,,Rigo Trejo,14,1,Chalk,,8196492,Red Rock Dairy,Red Rock Dairy,Holstein,434,,,0,FALSE,HO,551,13/03/2022,434,total
1,0,151AN1692,3,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,83,3159573,Red Rock Dairy,Red Rock Dairy,Holstein,1448,,,100,FALSE,AN,151,01/05/2022,388,total
0,0,151AN1692,2,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,83,4607635,Red Rock Dairy,Red Rock Dairy,Holstein,1133,234,,0,FALSE,AN,151,01/05/2022,388,total
1,0,151AN1692,4,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,83,3157476,Red Rock Dairy,Red Rock Dairy,Holstein,1782,,,100,FALSE,AN,151,01/05/2022,357,total
1,0,151AN1692,3,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,83,3159686,Red Rock Dairy,Red Rock Dairy,Holstein,1482,,,100,FALSE,AN,151,01/05/2022,387,total
0,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,80,6476267,Red Rock Dairy,Red Rock Dairy,Holstein,756,345,,0,FALSE,HO,551,01/05/2022,390,total
0,0,551HO4355,1,1,1,05/05/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,80,6335813,Red Rock Dairy,Red Rock Dairy,Holstein,732,246,,0,FALSE,HO,551,01/05/2022,387,total
1,0,151AN1692,4,1,1,05/05/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,82,3157819,Red Rock Dairy,Red Rock Dairy,Holstein,1914,,,100,FALSE,AN,151,01/05/2022,353,total
1,0,151AN1692,2,1,1,05/05/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,82,5146717,Red Rock Dairy,Red Rock Dairy,Holstein,1080,135,,100,FALSE,AN,151,01/05/2022,383,total
0,0,151AN1692,5,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,82,3154577,Red Rock Dairy,Red Rock Dairy,Holstein,2419,,,,TRUE,AN,151,01/05/2022,802,total
0,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,79,6109657,Red Rock Dairy,Red Rock Dairy,Holstein,802,234,,0,FALSE,HO,551,01/05/2022,386,total
0,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,79,6054916,Red Rock Dairy,Red Rock Dairy,Holstein,779,561,,0,FALSE,HO,551,01/05/2022,384,total
0,0,151AN1692,4,1,1,05/05/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,81,3157821,Red Rock Dairy,Red Rock Dairy,Holstein,1915,,,0,FALSE,AN,151,01/05/2022,361,total
1,0,151AN1692,4,1,1,05/05/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,81,3157031,Red Rock Dairy,Red Rock Dairy,Holstein,1839,,,100,FALSE,AN,151,01/05/2022,347,total
0,0,151AN1692,7,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,81,3152080,Red Rock Dairy,Red Rock Dairy,Holstein,3063,,,0,FALSE,AN,151,01/05/2022,315,total
1,0,551HO4355,1,1,1,05/05/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,78,6381421,Red Rock Dairy,Red Rock Dairy,Holstein,741,126,,100,FALSE,HO,551,01/05/2022,741,total
0,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,78,6331071,Red Rock Dairy,Red Rock Dairy,Holstein,736,126,,0,FALSE,HO,551,01/05/2022,736,total
0,0,151AN1692,1,1,1,05/05/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,78,6407121,Red Rock Dairy,Red Rock Dairy,Holstein,737,234,,0,FALSE,AN,151,01/05/2022,385,total
0,0,151AN1692,2,1,1,05/05/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,81,5146704,Red Rock Dairy,Red Rock Dairy,Holstein,1080,345,,0,FALSE,AN,151,01/05/2022,398,total
1,0,551HO4355,1,1,1,05/05/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,78,6159195,Red Rock Dairy,Red Rock Dairy,Holstein,786,123,,100,FALSE,HO,551,01/05/2022,385,total
1,0,551HO4355,1,1,1,05/05/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,78,6463738,Red Rock Dairy,Red Rock Dairy,Dairy-Beef Crossbreed,763,126,,100,FALSE,HO,551,01/05/2022,389,total
0,0,551h0o4429,0,1,1,20/03/2022,,Rigo Trejo,14,0,Chalk,,8570691,Red Rock Dairy,Red Rock Dairy,Holstein,396,,,0,FALSE,,,20/03/2022,396,total
1,0,551HO4425,0,1,1,20/03/2022,,Rigo Trejo,14,1,Chalk,,8504490,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,100,FALSE,HO,551,20/03/2022,384,total
1,0,551HO4425,0,1,1,20/03/2022,,Rigo Trejo,14,1,Chalk,,8490232,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,HO,551,20/03/2022,388,total
1,0,551HO4425,0,1,1,20/03/2022,,Rigo Trejo,14,1,Chalk,,8504491,Red Rock Dairy,Red Rock Dairy,Holstein,384,,,100,FALSE,HO,551,20/03/2022,384,total
1,0,151AN1692,2,1,1,05/05/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,80,4010376,Red Rock Dairy,Red Rock Dairy,Holstein,1224,,,100,FALSE,AN,151,01/05/2022,387,total
1,0,151AN1692,2,1,1,05/05/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,80,4600833,Red Rock Dairy,Red Rock Dairy,Holstein,1137,126,,100,FALSE,AN,151,01/05/2022,384,total
0,0,151AN1692,6,1,1,05/05/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,80,3155844,Red Rock Dairy,Red Rock Dairy,Holstein,2823,,,0,FALSE,AN,151,01/05/2022,821,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8504486,Red Rock Dairy,Red Rock Dairy,Holstein,386,,,100,FALSE,,,20/03/2022,386,total
1,0,551AN1609,0,1,1,21/03/2022,,Rigo Trejo,14,1,Chalk,,8642450,Red Rock Dairy,Red Rock Dairy,Holstein,410,666,,100,FALSE,AN,551,20/03/2022,410,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8492334,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,20/03/2022,388,total
0,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8490181,Red Rock Dairy,Red Rock Dairy,Holstein,389,666,,0,FALSE,,,20/03/2022,389,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8494251,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,100,FALSE,,,20/03/2022,387,total
0,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8492329,Red Rock Dairy,Red Rock Dairy,Holstein,387,,,0,FALSE,,,20/03/2022,387,total
1,0,551AN1609,0,1,1,21/03/2022,,Rigo Trejo,14,1,Chalk,,8398208,Red Rock Dairy,Red Rock Dairy,Holstein,385,666,,100,FALSE,AN,551,20/03/2022,385,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8492320,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,20/03/2022,388,total
0,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8504499,Red Rock Dairy,Red Rock Dairy,Holstein,385,,,0,FALSE,,,20/03/2022,385,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8492333,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,20/03/2022,388,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8490191,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,100,FALSE,,,20/03/2022,388,total
0,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8491593,Red Rock Dairy,Red Rock Dairy,Holstein,388,,,0,FALSE,,,20/03/2022,388,total
1,0,551h0o4429,0,1,1,21/03/2022,,Rigo Trejo,14,0,Chalk,,8486485,Red Rock Dairy,Red Rock Dairy,Holstein,389,,,100,FALSE,,,20/03/2022,389,total
1,0,151AN1692,5,1,1,31/03/2022,,Rigo Trejo,10,1,Ovsynch,126,3152327,Red Rock Dairy,Red Rock Dairy,Holstein,2898,,,100,FALSE,AN,151,27/03/2022,1288,total
1,0,551HO4355,1,1,1,05/05/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6342788,Red Rock Dairy,Red Rock Dairy,Holstein,729,126,,100,FALSE,HO,551,01/05/2022,384,total
