# Preg,AbortRes,SireBull,LACT,Ev#L,#Ev,Date,EvGap,Tech,Pen,bred.sexed,BredReas,DIM@E,AnId,FarmLoc,AnOwner,BRD,Age(da),Other2ID,Other5ID,ConceptRate,BredUnk,EvSireBreed,EvSireStudCd,evWeek,Age1BLT,Total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,81,6448213,Red Rock Dairy,Red Rock Dairy,Holstein,729,,,0,FALSE,HO,551,13/03/2022,381,total
1,0,551HO4429,1,1,1,17/03/2022,,Adrian Medrano,1,1,Double Ovsynch 2PgF,81,6144113,Red Rock Dairy,Red Rock Dairy,Holstein,745,234,,100,FALSE,HO,551,13/03/2022,386,total
1,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,84,4341292,Red Rock Dairy,Red Rock Dairy,Holstein,1154,,,100,FALSE,AN,551,13/03/2022,390,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,84,3792227,Red Rock Dairy,Red Rock Dairy,Holstein,1222,,,0,FALSE,AN,551,13/03/2022,434,total
1,0,151AN1692,2,1,1,17/03/2022,,Adrian Medrano,9,1,Double Ovsynch 2PgF,84,4326573,Red Rock Dairy,Red Rock Dairy,Holstein,1158,,,100,FALSE,AN,151,13/03/2022,385,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,5841951,Red Rock Dairy,Red Rock Dairy,Holstein,802,,,100,FALSE,HO,551,13/03/2022,386,total
1,1,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,81,6144355,Red Rock Dairy,Red Rock Dairy,Holstein,744,126,,100,FALSE,HO,551,13/03/2022,386,total
0,0,151AN1692,4,1,1,17/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,84,3154756,Red Rock Dairy,Red Rock Dairy,Holstein,2090,,,0,FALSE,AN,151,13/03/2022,377,total
0,0,551HO4429,1,1,1,17/03/2022,,Adrian Medrano,1,1,Double Ovsynch 2PgF,80,6109477,Red Rock Dairy,Red Rock Dairy,Holstein,753,126,,0,FALSE,HO,551,13/03/2022,400,total
0,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,83,4610558,Red Rock Dairy,Red Rock Dairy,Holstein,1081,,,0,FALSE,AN,551,13/03/2022,386,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,80,6096973,Red Rock Dairy,Red Rock Dairy,Holstein,757,246,,100,FALSE,HO,551,13/03/2022,383,total
1,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,80,6048732,Red Rock Dairy,Red Rock Dairy,Holstein,733,234,,100,FALSE,HO,551,13/03/2022,386,total
1,0,151AN1692,3,1,1,17/03/2022,,Martin Medrano,10,1,Double Ovsynch 2PgF,83,3156104,Red Rock Dairy,Red Rock Dairy,Holstein,1565,,,100,FALSE,AN,151,13/03/2022,363,total
1,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,83,4654157,Red Rock Dairy,Red Rock Dairy,Holstein,1111,,,100,FALSE,AN,551,13/03/2022,386,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,83,4591859,Red Rock Dairy,Red Rock Dairy,Holstein,1091,,,0,FALSE,AN,551,13/03/2022,387,total
0,0,151AN1692,5,1,1,17/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,83,3155414,Red Rock Dairy,Red Rock Dairy,Holstein,2410,,,0,FALSE,AN,151,13/03/2022,414,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6048544,Red Rock Dairy,Red Rock Dairy,Holstein,732,126,,0,FALSE,HO,551,13/03/2022,386,total
1,0,151AN1692,3,1,1,17/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,82,3156828,Red Rock Dairy,Red Rock Dairy,Holstein,1578,,,100,FALSE,AN,151,13/03/2022,354,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6156270,Red Rock Dairy,Red Rock Dairy,Holstein,741,234,,100,FALSE,HO,551,13/03/2022,387,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,79,6136838,Red Rock Dairy,Red Rock Dairy,Holstein,746,126,,0,FALSE,HO,551,13/03/2022,386,total
0,0,151AN1692,3,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,81,3156055,Red Rock Dairy,Red Rock Dairy,Holstein,1512,,,,TRUE,AN,151,13/03/2022,363,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,81,3863330,Red Rock Dairy,Red Rock Dairy,Holstein,1237,,,0,FALSE,AN,551,13/03/2022,388,total
0,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,81,4211413,Red Rock Dairy,Red Rock Dairy,Holstein,1125,,,0,FALSE,AN,551,13/03/2022,388,total
0,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,81,4209087,Red Rock Dairy,Red Rock Dairy,Holstein,1127,,,0,FALSE,AN,551,13/03/2022,388,total
1,0,551HO4429,1,1,1,17/03/2022,,Adrian Medrano,1,1,Double Ovsynch 2PgF,78,6156281,Red Rock Dairy,Red Rock Dairy,Holstein,740,,,100,FALSE,HO,551,13/03/2022,346,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,78,5862178,Red Rock Dairy,Red Rock Dairy,Holstein,793,135,,0,FALSE,HO,551,13/03/2022,383,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6038892,Red Rock Dairy,Red Rock Dairy,Holstein,736,234,,100,FALSE,HO,551,13/03/2022,383,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6057094,Red Rock Dairy,Red Rock Dairy,Holstein,729,126,,0,FALSE,HO,551,13/03/2022,383,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6113589,Red Rock Dairy,Red Rock Dairy,Holstein,752,234,,100,FALSE,HO,551,13/03/2022,399,total
0,0,151AN1692,5,1,1,17/03/2022,,Adrian Medrano,9,1,Double Ovsynch 2PgF,80,3154877,Red Rock Dairy,Red Rock Dairy,Holstein,2142,,,0,FALSE,AN,151,13/03/2022,350,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6048545,Red Rock Dairy,Red Rock Dairy,Holstein,732,561,,100,FALSE,HO,551,13/03/2022,387,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6148734,Red Rock Dairy,Red Rock Dairy,Holstein,743,234,,0,FALSE,HO,551,13/03/2022,402,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,77,6449041,Red Rock Dairy,Red Rock Dairy,Holstein,722,126,,0,FALSE,HO,551,13/03/2022,381,total
1,0,551HO4429,1,1,1,17/03/2022,,Adrian Medrano,1,1,Double Ovsynch 2PgF,77,6115555,Red Rock Dairy,Red Rock Dairy,Holstein,750,561,,100,FALSE,HO,551,13/03/2022,384,total
1,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,77,6180995,Red Rock Dairy,Red Rock Dairy,Holstein,769,246,,100,FALSE,HO,551,13/03/2022,402,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6051316,Red Rock Dairy,Red Rock Dairy,Holstein,732,561,,0,FALSE,HO,551,13/03/2022,387,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6176108,Red Rock Dairy,Red Rock Dairy,Holstein,770,126,,0,FALSE,HO,551,13/03/2022,403,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,80,4638797,Red Rock Dairy,Red Rock Dairy,Holstein,1077,,,0,FALSE,AN,551,13/03/2022,374,total
0,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6212033,Red Rock Dairy,Red Rock Dairy,Holstein,763,126,,0,FALSE,HO,551,13/03/2022,388,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6051105,Red Rock Dairy,Red Rock Dairy,Holstein,731,345,,100,FALSE,HO,551,13/03/2022,384,total
1,0,151AN1692,4,1,1,17/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,3157622,Red Rock Dairy,Red Rock Dairy,Holstein,1919,,,100,FALSE,AN,151,13/03/2022,348,total
0,0,151AN1692,3,1,1,17/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,80,3156092,Red Rock Dairy,Red Rock Dairy,Holstein,1519,,,0,FALSE,AN,151,13/03/2022,345,total
1,0,151AN1692,4,1,1,17/03/2022,,Adrian Medrano,9,1,Double Ovsynch 2PgF,80,3153959,Red Rock Dairy,Red Rock Dairy,Holstein,2063,,,100,FALSE,AN,151,13/03/2022,485,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,80,4588057,Red Rock Dairy,Red Rock Dairy,Holstein,1093,,,0,FALSE,AN,551,13/03/2022,383,total
0,0,551AN1609,2,1,1,17/03/2022,,Adrian Medrano,2,1,Double Ovsynch 2PgF,80,3797527,Red Rock Dairy,Red Rock Dairy,Holstein,1217,,,0,FALSE,AN,551,13/03/2022,387,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,76,6048565,Red Rock Dairy,Red Rock Dairy,Holstein,732,234,,100,FALSE,HO,551,13/03/2022,384,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,5970990,Red Rock Dairy,Red Rock Dairy,Holstein,827,,,0,FALSE,HO,551,13/03/2022,383,total
0,0,151AN1692,1,1,1,17/03/2022,,Adrian Medrano,1,1,Double Ovsynch 2PgF,76,6048547,Red Rock Dairy,Red Rock Dairy,Holstein,733,234,,,TRUE,AN,151,13/03/2022,387,total
1,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6056221,Red Rock Dairy,Red Rock Dairy,Holstein,727,126,,100,FALSE,HO,551,13/03/2022,388,total
0,0,551AN1609,2,1,1,17/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,79,4199056,Red Rock Dairy,Red Rock Dairy,Holstein,1127,,,0,FALSE,AN,551,13/03/2022,389,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6049484,Red Rock Dairy,Red Rock Dairy,Holstein,734,234,,0,FALSE,HO,551,13/03/2022,389,total
0,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6042867,Red Rock Dairy,Red Rock Dairy,Holstein,735,561,,0,FALSE,HO,551,13/03/2022,389,total
1,0,151AN1692,2,1,1,17/03/2022,,Martin Medrano,10,1,Double Ovsynch 2PgF,79,4716979,Red Rock Dairy,Red Rock Dairy,Holstein,1093,,,100,FALSE,AN,151,13/03/2022,396,total
1,0,551HO4429,1,1,1,17/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,76,6098960,Red Rock Dairy,Red Rock Dairy,Holstein,757,456,,100,FALSE,HO,551,13/03/2022,383,total
1,0,551AN1609,1,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,75,6057103,Red Rock Dairy,Red Rock Dairy,Holstein,729,456,,100,FALSE,AN,551,13/03/2022,383,total
1,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,78,4609842,Red Rock Dairy,Red Rock Dairy,Holstein,1082,,,100,FALSE,AN,551,13/03/2022,385,total
1,0,551HO4429,1,1,1,17/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,75,6223329,Red Rock Dairy,Red Rock Dairy,Holstein,760,126,,100,FALSE,HO,551,13/03/2022,386,total
0,0,151AN1692,4,1,1,17/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,78,3157913,Red Rock Dairy,Red Rock Dairy,Holstein,1893,,,0,FALSE,AN,151,13/03/2022,430,total
0,0,151AN1692,3,1,1,17/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,78,3156226,Red Rock Dairy,Red Rock Dairy,Holstein,1459,,,0,FALSE,AN,151,13/03/2022,385,total
0,0,551AN1609,2,1,1,17/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,78,4295674,Red Rock Dairy,Red Rock Dairy,Holstein,1139,,,0,FALSE,AN,551,13/03/2022,387,total
0,0,151AN1692,3,1,1,17/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,78,3156190,Red Rock Dairy,Red Rock Dairy,Holstein,1544,,,0,FALSE,AN,151,13/03/2022,351,total
1,0,151AN1692,3,1,1,17/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,78,3817444,Red Rock Dairy,Red Rock Dairy,Holstein,1483,,,100,FALSE,AN,151,13/03/2022,344,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,4211392,Red Rock Dairy,Red Rock Dairy,Holstein,1133,,,0,FALSE,AN,151,20/03/2022,388,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,4052345,Red Rock Dairy,Red Rock Dairy,Holstein,1174,,,0,FALSE,AN,151,20/03/2022,387,total
1,0,151AN1692,3,1,1,24/03/2022,,Noe Gonzalez,10,1,Double Ovsynch 2PgF,84,3156004,Red Rock Dairy,Red Rock Dairy,Holstein,1548,,,100,FALSE,AN,151,20/03/2022,361,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,4342270,Red Rock Dairy,Red Rock Dairy,Holstein,1159,,,0,FALSE,AN,151,20/03/2022,385,total
0,0,151AN1692,5,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3155260,Red Rock Dairy,Red Rock Dairy,Holstein,2382,,,0,FALSE,AN,151,20/03/2022,772,total
0,0,151AN1692,3,1,1,24/03/2022,,Noe Gonzalez,5,1,Double Ovsynch 2PgF,84,3156208,Red Rock Dairy,Red Rock Dairy,Holstein,1560,,,0,FALSE,AN,151,20/03/2022,347,total
0,0,151AN1692,8,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,84,3152446,Red Rock Dairy,Red Rock Dairy,Holstein,3522,,,0,FALSE,AN,151,20/03/2022,785,total
0,0,151AN1692,6,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,3151964,Red Rock Dairy,Red Rock Dairy,Holstein,2926,,,0,FALSE,AN,151,20/03/2022,807,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,6040720,Red Rock Dairy,Red Rock Dairy,Holstein,742,126,,0,FALSE,HO,551,20/03/2022,389,total
0,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,81,6048546,Red Rock Dairy,Red Rock Dairy,Holstein,740,345,,0,FALSE,HO,551,20/03/2022,388,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,6115485,Red Rock Dairy,Red Rock Dairy,Holstein,758,456,,100,FALSE,HO,551,20/03/2022,386,total
1,0,151AN1692,1,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,81,6046063,Red Rock Dairy,Red Rock Dairy,Holstein,740,234,,100,FALSE,AN,151,20/03/2022,387,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,6154304,Red Rock Dairy,Red Rock Dairy,Holstein,747,234,,0,FALSE,HO,551,20/03/2022,387,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,5892681,Red Rock Dairy,Red Rock Dairy,Holstein,790,126,,0,FALSE,HO,551,20/03/2022,387,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,81,6051084,Red Rock Dairy,Red Rock Dairy,Holstein,738,126,,0,FALSE,HO,551,20/03/2022,385,total
0,0,551AN1609,2,1,1,24/03/2022,,Rigo Trejo,2,1,Double Ovsynch 2PgF,84,4214278,Red Rock Dairy,Red Rock Dairy,Holstein,1132,,,0,FALSE,AN,551,20/03/2022,385,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,84,4613434,Red Rock Dairy,Red Rock Dairy,Holstein,1086,,,0,FALSE,AN,151,20/03/2022,383,total
1,0,551AN1609,2,1,1,24/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,84,4701084,Red Rock Dairy,Red Rock Dairy,Holstein,1105,,,100,FALSE,AN,551,20/03/2022,388,total
1,0,551AN1609,2,1,1,24/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,83,4214331,Red Rock Dairy,Red Rock Dairy,Holstein,1132,,,100,FALSE,AN,551,20/03/2022,387,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,80,6110240,Red Rock Dairy,Red Rock Dairy,Holstein,761,234,,0,FALSE,HO,551,20/03/2022,387,total
1,0,151AN1692,4,1,1,24/03/2022,,Rigo Trejo,10,1,Double Ovsynch 2PgF,83,3157973,Red Rock Dairy,Red Rock Dairy,Holstein,1881,,,100,FALSE,AN,151,20/03/2022,345,total
0,0,551AN1609,2,1,1,24/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,83,3834322,Red Rock Dairy,Red Rock Dairy,Holstein,1248,,,0,FALSE,AN,551,20/03/2022,385,total
1,0,151AN1692,4,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,83,3157049,Red Rock Dairy,Red Rock Dairy,Holstein,1785,,,100,FALSE,AN,151,20/03/2022,338,total
0,0,151AN1692,5,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,83,3155505,Red Rock Dairy,Red Rock Dairy,Holstein,2810,,,0,FALSE,AN,151,20/03/2022,1196,total
0,0,151AN1692,4,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,83,3154203,Red Rock Dairy,Red Rock Dairy,Holstein,2012,,,0,FALSE,AN,151,20/03/2022,381,total
0,0,151AN1692,5,1,1,24/03/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,83,3154662,Red Rock Dairy,Red Rock Dairy,Holstein,2373,,,0,FALSE,AN,151,20/03/2022,798,total
1,0,151AN1692,1,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,80,6051073,Red Rock Dairy,Red Rock Dairy,Holstein,738,246,,100,FALSE,AN,151,20/03/2022,383,total
1,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,80,6072709,Red Rock Dairy,Red Rock Dairy,Holstein,734,123,,100,FALSE,HO,551,20/03/2022,389,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,80,6051312,Red Rock Dairy,Red Rock Dairy,Holstein,739,561,,100,FALSE,HO,551,20/03/2022,386,total
0,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,80,6134526,Red Rock Dairy,Red Rock Dairy,Holstein,755,456,,0,FALSE,HO,551,20/03/2022,387,total
1,0,151AN1692,3,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,82,3156332,Red Rock Dairy,Red Rock Dairy,Holstein,1456,,,100,FALSE,AN,151,20/03/2022,383,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6535020,Red Rock Dairy,Red Rock Dairy,Holstein,730,123,,100,FALSE,HO,551,20/03/2022,385,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,79,6042669,Red Rock Dairy,Red Rock Dairy,Holstein,741,345,,0,FALSE,HO,551,20/03/2022,388,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,82,3426334,Red Rock Dairy,Red Rock Dairy,Holstein,1275,,,0,FALSE,AN,151,20/03/2022,396,total
0,0,151AN1692,5,1,1,24/03/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,81,3152180,Red Rock Dairy,Red Rock Dairy,Holstein,2891,,,0,FALSE,AN,151,20/03/2022,1260,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6051320,Red Rock Dairy,Red Rock Dairy,Holstein,739,561,,100,FALSE,HO,551,20/03/2022,388,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6046055,Red Rock Dairy,Red Rock Dairy,Holstein,741,561,,0,FALSE,HO,551,20/03/2022,388,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,2,1,Double Ovsynch 2PgF,78,6202475,Red Rock Dairy,Red Rock Dairy,Holstein,774,126,,100,FALSE,HO,551,20/03/2022,385,total
1,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,81,4245559,Red Rock Dairy,Red Rock Dairy,Holstein,1125,,,100,FALSE,AN,151,20/03/2022,387,total
1,0,151AN1692,4,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,81,3153950,Red Rock Dairy,Red Rock Dairy,Holstein,2060,,,100,FALSE,AN,151,20/03/2022,349,total
0,0,151AN1692,2,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,81,4610557,Red Rock Dairy,Red Rock Dairy,Holstein,1088,,,0,FALSE,AN,151,20/03/2022,385,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,78,6331010,Red Rock Dairy,Red Rock Dairy,Holstein,693,561,,,TRUE,HO,551,20/03/2022,389,total
0,0,551AN1609,2,1,1,24/03/2022,,Noe Gonzalez,8,1,Double Ovsynch 2PgF,81,4654144,Red Rock Dairy,Red Rock Dairy,Holstein,1119,,,0,FALSE,AN,551,20/03/2022,388,total
0,0,151AN1692,3,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,80,3159723,Red Rock Dairy,Red Rock Dairy,Holstein,1445,,,0,FALSE,AN,151,20/03/2022,383,total
0,0,151AN1692,4,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,80,3157210,Red Rock Dairy,Red Rock Dairy,Holstein,1797,,,0,FALSE,AN,151,20/03/2022,345,total
1,0,151AN1692,3,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,3156237,Red Rock Dairy,Red Rock Dairy,Holstein,1465,,,100,FALSE,AN,151,20/03/2022,385,total
0,0,151AN1692,4,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,3157577,Red Rock Dairy,Red Rock Dairy,Holstein,1919,,,0,FALSE,AN,151,20/03/2022,344,total
1,0,151AN1692,4,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,3157871,Red Rock Dairy,Red Rock Dairy,Holstein,1860,,,100,FALSE,AN,151,20/03/2022,341,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6072706,Red Rock Dairy,Red Rock Dairy,Holstein,733,234,,0,FALSE,HO,551,20/03/2022,388,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,4255624,Red Rock Dairy,Red Rock Dairy,Holstein,1121,,,0,FALSE,AN,151,20/03/2022,383,total
0,0,151AN1692,2,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,80,4609826,Red Rock Dairy,Red Rock Dairy,Holstein,1090,,,0,FALSE,AN,151,20/03/2022,388,total
0,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,77,6534992,Red Rock Dairy,Red Rock Dairy,Holstein,729,561,,0,FALSE,HO,551,20/03/2022,382,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6057090,Red Rock Dairy,Red Rock Dairy,Holstein,736,123,,0,FALSE,HO,551,20/03/2022,382,total
1,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,77,6042819,Red Rock Dairy,Red Rock Dairy,Holstein,741,246,,100,FALSE,HO,551,20/03/2022,388,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6051104,Red Rock Dairy,Red Rock Dairy,Holstein,739,561,,0,FALSE,HO,551,20/03/2022,385,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,77,6479509,Red Rock Dairy,Red Rock Dairy,Holstein,714,234,,100,FALSE,HO,551,20/03/2022,389,total
0,0,551HO4425,1,1,1,24/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,6051327,Red Rock Dairy,Red Rock Dairy,Holstein,739,561,,0,FALSE,HO,551,20/03/2022,396,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,76,6136901,Red Rock Dairy,Red Rock Dairy,Holstein,754,234,,0,FALSE,HO,551,20/03/2022,386,total
0,0,551HO4425,1,1,1,24/03/2022,,Rigo Trejo,1,1,Double Ovsynch 2PgF,76,5801705,Red Rock Dairy,Red Rock Dairy,Holstein,784,345,,0,FALSE,HO,551,20/03/2022,392,total
1,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,76,6510097,Red Rock Dairy,Red Rock Dairy,Holstein,731,126,,100,FALSE,HO,551,20/03/2022,386,total
0,0,551HO4425,1,1,1,24/03/2022,,Martin Medrano,1,1,Double Ovsynch 2PgF,76,6056222,Red Rock Dairy,Red Rock Dairy,Holstein,734,126,,0,FALSE,HO,551,20/03/2022,388,total
1,0,151AN1692,2,1,1,24/03/2022,,Noe Gonzalez,9,1,Double Ovsynch 2PgF,79,4245857,Red Rock Dairy,Red Rock Dairy,Holstein,1124,,,100,FALSE,AN,151,20/03/2022,384,total
0,0,551HO4425,1,1,1,24/03/2022,,Noe Gonzalez,1,1,Double Ovsynch 2PgF,76,6510096,Red Rock Dairy,Red Rock Dairy,Holstein,731,123,,0,FALSE,HO,551,20/03/2022,385,total
0,0,151AN1692,7,1,1,24/03/2022,,Rigo Trejo,9,1,Double Ovsynch 2PgF,79,3152071,Red Rock Dairy,Red Rock Dairy,Holstein,3046,,,0,FALSE,AN,151,20/03/2022,785,total
